 T: 2018-06-20 14:06:48,314 |L: DEBUG |TH: Agent: adapter run thread for test 'LoginAsROLUser' with id 'debdf972-8295-4b65-9b67-7fb4ca2c67cf' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:00,388 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:00,392 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:00,396 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,493 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,493 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = ClaimsDefinition ~ ScenarioName =No Reibusment message to be displayed ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,493 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,495 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,496 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,661 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,661 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = ClaimsDefinition ~ ScenarioName =No Reibusment message to be displayed ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:09:05,661 |L: DEBUG |TH: Agent: adapter run thread for test 'NoReibusmentMessageToBeDisplayed' with id 'c2ad3ce4-e6c8-4ed9-b815-b55203004c68' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
